Type product;Brand;Model;Min price;Max price;Num offers;URL
Televisor;Hisense;43A7100F;6 542;9 990 Kč;v 8 obchodech;https://televize.heureka.cz/hisense-43a7100f/
Televisor;LG;65NANO86;22 990;33 990 Kč;v 7 obchodech;https://televize.heureka.cz/lg-65nano86/
Televisor;LG;75NANO91;66 990 Kč;no max price;vLG-store.cz;https://www.heureka.cz/exit/lg-store-cz/4348005848/?z=48
Televisor;TCL;55C725;19 990;21 770 Kč;v 7 obchodech;https://televize.heureka.cz/tcl-55c725/
Televisor;Thomson;40FE5606;7 479;7 659 Kč;v 7 obchodech;https://televize.heureka.cz/thomson-40fe5606/
Televisor;LG;65UN8500;19 694;27 990 Kč;v 12 obchodech;https://televize.heureka.cz/lg-65un8500/
Televisor;Hisense;LHD32D33SEU;3 299 Kč;no max price;vmamevsechno.cz;https://www.heureka.cz/exit/mamevsechno-cz/3439156222/?z=48
Televisor;Philips;65OLED855;44 990;73 284 Kč;v 14 obchodech;https://televize.heureka.cz/philips-65oled855/
Televisor;LG;24TL520S;4 390 Kč;no max price;vMALL.CZ;https://www.heureka.cz/exit/mall-cz/3980459471/?z=48
Televisor;Thomson;43UG6400;8 490;9 990 Kč;v 7 obchodech;https://televize.heureka.cz/thomson-43ug6400/
Televisor;Sony;KD-49XH8096;13 225;22 073 Kč;v 55 obchodech;https://televize.heureka.cz/sony-kd-49xh8096/
Televisor;Hisense;50A7500F;8 441;12 999 Kč;v 10 obchodech;https://televize.heureka.cz/hisense-50a7500f/
Televisor;Panasonic;TX-55HX710E;13 990;17 283 Kč;v 30 obchodech;https://televize.heureka.cz/panasonic-tx-55hx710e/
Televisor;Samsung;QE75Q80T;54 990;79 990 Kč;v 28 obchodech;https://televize.heureka.cz/samsung-qe75q80t/
Televisor;Samsung;UE50TU7022;11 045;11 945 Kč;ve 2 obchodech;https://televize.heureka.cz/samsung-ue50tu7022/
Televisor;Sony;KD-49XH9505;22 990;31 999 Kč;v 8 obchodech;https://televize.heureka.cz/sony-kd-49xh9505/
Televisor;Thomson;65UG6300;13 990;14 723 Kč;ve 4 obchodech;https://televize.heureka.cz/thomson-65ug6300/
Televisor;Orava;LT-634;2 690;4 942 Kč;v 26 obchodech;https://televize.heureka.cz/orava-lt-634/
Televisor;Sony;Bravia;8 441 Kč;no max price;vExtreme Digital Zrt.;https://www.heureka.cz/exit/edigital-cz/2756755159/?z=48
Televisor;Panasonic;TX-50HX580E;9 145;12 715 Kč;v 42 obchodech;https://televize.heureka.cz/panasonic-tx-50hx580e/
Televisor;Sony;KD-65XG7077;14 990 Kč;no max price;vCZC.cz;https://www.heureka.cz/exit/czc-cz/4020806814/?z=48
Televisor;Sencor;SLE;8 666 Kč;no max price;vApollo Obr;https://www.heureka.cz/exit/apollo-obr-cz/3983099353/?z=48
Televisor;Sencor;SLE;7 950 Kč;no max price;vTaktrochujineelektro.cz;https://www.heureka.cz/exit/taktrochujineelektro-cz/3696169856/?z=48
Televisor;Samsung;QE75Q60T;37 800;49 489 Kč;v 5 obchodech;https://televize.heureka.cz/samsung-qe75q60t/
Televisor;LG;50UN7400;9 990;12 556 Kč;v 25 obchodech;https://televize.heureka.cz/lg-50un7400/
Televisor;GoGEN;TVH;3 354;4 899 Kč;v 11 obchodech;https://televize.heureka.cz/gogen-tvh-32p452t/
Televisor;LG;OLED77CX;88 850;94 990 Kč;v 9 obchodech;https://televize.heureka.cz/lg-oled77cx/
Televisor;LG;55UN7000;9 848;10 990 Kč;ve 3 obchodech;https://televize.heureka.cz/lg-55un7000/
Televisor;Samsung;QE65Q77T;27 690;33 243 Kč;v 17 obchodech;https://televize.heureka.cz/samsung-qe65q77t/
Televisor;Finlux;22FDMF4760;6 490;6 590 Kč;v 5 obchodech;https://televize.heureka.cz/finlux-22fdmf4760/
Televisor;Sony;KD-55XH8096;20 990;21 690 Kč;ve 2 obchodech;https://televize.heureka.cz/sony-kd-55xh8096/
Televisor;Toshiba;32L3063DG;5 989;6 489 Kč;v 36 obchodech;https://televize.heureka.cz/toshiba-32l3063dg/
Televisor;Sony;KD-55XH9077;19 990;24 990 Kč;ve 4 obchodech;https://televize.heureka.cz/sony-kd-55xh9077/
Televisor;Metz;43MUC7000;5 290;11 094 Kč;v 23 obchodech;https://televize.heureka.cz/metz-43muc7000/
Televisor;Samsung;QE65Q95TCTXXH;35 990;47 293 Kč;v 37 obchodech;https://televize.heureka.cz/samsung-qe65q95tctxxh/
Televisor;Vivax;43S60T2S2;6 998;6 999 Kč;ve 2 obchodech;https://televize.heureka.cz/vivax-43s60t2s2/
Televisor;LG;OLED55B13LA;30 250;39 990 Kč;v 22 obchodech;https://televize.heureka.cz/lg-oled55b13la/
Televisor;Hisense;55U7QF;12 451;18 990 Kč;v 19 obchodech;https://televize.heureka.cz/hisense-55u7qf/
Televisor;Hisense;40A5100F;5 990;7 579 Kč;v 21 obchodech;https://televize.heureka.cz/hisense-40a5100f/
Televisor;Strong;SRT40FC4003;5 390;6 569 Kč;v 32 obchodech;https://televize.heureka.cz/strong-srt40fc4003/
Televisor;Philips;43PFS5505;6 989;8 716 Kč;v 43 obchodech;https://televize.heureka.cz/philips-43pfs5505/
Televisor;Samsung;QE50Q80T;22 899;22 990 Kč;ve 2 obchodech;https://televize.heureka.cz/samsung-qe50q80t/
Televisor;Panasonic;TX-43HX580E;9 989;11 863 Kč;v 52 obchodech;https://televize.heureka.cz/panasonic-tx-43hx580e/
Televisor;Sony;KD-55X7055;13 989;19 790 Kč;v 36 obchodech;https://televize.heureka.cz/sony-kd-55x7055/
Televisor;LG;OLED55A13LA;27 436;37 490 Kč;v 24 obchodech;https://televize.heureka.cz/lg-oled55a13la/
Televisor;Samsung;QE55Q700T;30 742;46 790 Kč;v 5 obchodech;https://televize.heureka.cz/samsung-qe55q700t/
Televisor;Hisense;65U8QF;27 990;34 259 Kč;v 16 obchodech;https://televize.heureka.cz/hisense-65u8qf/
Televisor;LG;70UN7070;15 990;17 777 Kč;ve 2 obchodech;https://televize.heureka.cz/lg-70un7070/
Televisor;Hisense;55U8QF;18 990;28 089 Kč;v 19 obchodech;https://televize.heureka.cz/hisense-55u8qf/
Televisor;Toshiba;32LA3B63DG;6 695;8 310 Kč;v 30 obchodech;https://televize.heureka.cz/toshiba-32la3b63dg/
Televisor;Sencor;SLE;6 915;8 051 Kč;v 22 obchodech;https://televize.heureka.cz/sencor-sle-43fs601/
Televisor;Sony;KD-43XH8077;13 990;17 889 Kč;v 29 obchodech;https://televize.heureka.cz/sony-kd-43xh8077/
Televisor;Strong;SRT;3 690 Kč;no max price;ve 2 obchodech;https://televize.heureka.cz/strong-srt-32hb3003/
Televisor;TCL;65P715;14 990 Kč;no max price;viSPACE.cz;https://www.heureka.cz/exit/ispace-cz/4259548314/?z=48
Televisor;Samsung;QE65Q75T;29 990 Kč;no max price;vElectro World;https://www.heureka.cz/exit/electroworld-cz/3759955284/?z=48
Televisor;LG;OLED55B9;27 990;32 990 Kč;vApollo Obr;https://www.heureka.cz/exit/apollo-obr-cz/3760569996/?z=48
Televisor;SENCOR;50US600TCSB;10 490 Kč;no max price;vMALL.CZ;https://www.heureka.cz/exit/mall-cz/3751939947/?z=48
Televisor;Philips;32PHS6605;5 135;7 818 Kč;v 25 obchodech;https://televize.heureka.cz/philips-32phs6605/
Televisor;Philips;55PUS7304;12 997 Kč;no max price;vElectro World;https://www.heureka.cz/exit/electroworld-cz/4254251214/?z=48
Televisor;LG;50UN8000;9 145;12 486 Kč;ve 3 obchodech;https://televize.heureka.cz/lg-50un8000/
Televisor;Orava;LT-843;5 034;6 499 Kč;v 26 obchodech;https://televize.heureka.cz/orava-lt-843/
Televisor;Samsung;QE50Q65T;15 830;15 990 Kč;ve 3 obchodech;https://televize.heureka.cz/samsung-qe50q65t/
Televisor;GoGEN;TVF;4 390;5 990 Kč;v 17 obchodech;https://televize.heureka.cz/gogen-tvf-32p559t/
Televisor;Philips;55OLED935;53 100;59 999 Kč;v 14 obchodech;https://televize.heureka.cz/philips-55oled935/
Televisor;Sony;KD-48A9;33 990;48 497 Kč;v 10 obchodech;https://televize.heureka.cz/sony-kd-48a9/
Televisor;Finlux;24FHE5760;4 990;5 070 Kč;v 9 obchodech;https://televize.heureka.cz/finlux-24fhe5760/
Televisor;GoSat;GS4360;6 490;6 665 Kč;v 6 obchodech;https://televize.heureka.cz/gosat-gs4360-smart/
Televisor;LG;75UN8100;24 990;29 208 Kč;v 16 obchodech;https://televize.heureka.cz/lg-75un8100/
Televisor;Hyundai;HLR;3 790;4 102 Kč;v 9 obchodech;https://televize.heureka.cz/hyundai-hlr-24ts554/
Televisor;TCL;50C715;13 490;15 990 Kč;v 27 obchodech;https://televize.heureka.cz/tcl-50c715/
Televisor;Philips;50PUS7505;8 301;12 990 Kč;v 25 obchodech;https://televize.heureka.cz/philips-50pus7505/
Televisor;Philips;58PUS8555;16 686;32 822 Kč;v 5 obchodech;https://televize.heureka.cz/philips-58pus8555/
Televisor;Sony;Bravia;9 990;10 490 Kč;ve 3 obchodech;https://televize.heureka.cz/sony-bravia-kdl-32wd759/
Televisor;LG;75UN8500;29 990;34 990 Kč;ve 2 obchodech;https://televize.heureka.cz/lg-75un8500/
Televisor;Panasonic;TX-24FS503E;5 396;6 990 Kč;v 40 obchodech;https://televize.heureka.cz/panasonic-tx-24fs503e/
Televisor;JVC;LT-43VA3035;7 034;10 003 Kč;v 12 obchodech;https://televize.heureka.cz/jvc-lt-43va3035/
Televisor;Sony;KE-75XH9096;36 990;45 037 Kč;v 10 obchodech;https://televize.heureka.cz/sony-ke-75xh9096/
Televisor;Samsung;QE55LS01T;27 990;34 990 Kč;v 44 obchodech;https://televize.heureka.cz/samsung-qe55ls01t/
Televisor;Philips;55PUS7855;11 255;16 990 Kč;v 13 obchodech;https://televize.heureka.cz/philips-55pus7855/
